,target,tokens,text
9223,African,"['Yet', 'another', 'stabbing', 'in', 'London,', 'and', 'the', 'perpetrator', 'is', 'black,', 'how', 'surprising.', 'Tell', 'me', 'again', 'how', 'diversity', 'and', 'multiculturalism', 'are', ""'enriching'?""]","Yet another stabbing in London, and the perpetrator is black, how surprising. Tell me again how diversity and multiculturalism are 'enriching'?"
9224,African,"['Everywhere', 'you', 'look', 'now', 'the', 'media', 'is', 'encouraging', 'race', 'mixing', 'and', 'miscegenation.', ""It's"", 'in', 'our', 'films', 'and', 'tv', 'shows,', 'in', 'adverts.', 'They', 'want', 'to', 'mongrelise', 'the', 'white', 'race', 'and', 'pollute', 'our', 'European', 'heritage.']","Everywhere you look now the media is encouraging race mixing and miscegenation. It's in our films and tv shows, in adverts. They want to mongrelise the white race and pollute our European heritage."
9225,African,"['China', ""isn't"", 'being', 'turned', 'non-Chinese,', 'Japan', ""isn't"", 'being', 'turned', 'non-Japanese,', 'only', 'WHITE', 'countries', 'are', 'being', 'made', 'to', 'become', 'less', 'white', 'through', 'forced', 'migration', 'and', 'race', 'mixing.', 'This', 'is', 'WHITE', 'GENOCIDE.']","China isn't being turned non-Chinese, Japan isn't being turned non-Japanese, only WHITE countries are being made to become less white through forced migration and race mixing. This is WHITE GENOCIDE."
9226,African,"['Anti-racist', 'is', 'a', 'code', 'word', 'for', 'anti-white.', 'The', 'worst', 'is', 'white', 'people', 'who', 'are', 'anti-white.', 'RACE', 'TRAITORS!']",Anti-racist is a code word for anti-white. The worst is white people who are anti-white. RACE TRAITORS!
9227,African,"['The', 'great', 'replacement', 'is', 'real', 'and', ""it's"", 'happening', 'right', 'before', 'our', 'eyes.', 'We', 'need', 'to', 'act', 'before', ""it's"", 'too', 'late.']",The great replacement is real and it's happening right before our eyes. We need to act before it's too late.
9228,African,"['One', 'downside', 'to', 'the', 'race', 'mixing', 'that', 'is', 'encouraged', 'in', 'our', 'society', 'nowadays', 'is', 'the', 'effect', 'that', 'black', 'and', 'arab', 'genes', 'will', 'have', 'on', ""children's"", 'IQs.', 'A', 'mongrelised', 'population', 'is', 'one', 'that', 'is', 'stupid', 'and', 'easy', 'to', 'control.']",One downside to the race mixing that is encouraged in our society nowadays is the effect that black and arab genes will have on children's IQs. A mongrelised population is one that is stupid and easy to control.
9229,Islam,"['We’ve', 'got', 'so', 'many', 'Muslims', 'in', 'our', 'country', 'that', 'some', 'places', 'are', 'now', 'no', 'go', 'areas', 'for', 'white', 'people,', 'when', 'are', 'people', 'going', 'to', 'realise', 'this', 'is', 'an', 'invasion?']","We’ve got so many Muslims in our country that some places are now no go areas for white people, when are people going to realise this is an invasion?"
9230,Islam,"['Muslims', 'want', 'to', 'impose', 'sharia', 'law', 'on', 'our', 'country,', 'we', 'need', 'to', 'show', 'them', 'it’s', 'not', 'welcome!']","Muslims want to impose sharia law on our country, we need to show them it’s not welcome!"
9231,Islam,"['Why', 'isn’t', 'the', 'burqa', 'banned', 'in', 'this', 'country?', 'It’s', 'just', 'a', 'symbol', 'of', 'the', 'oppressive', 'force', 'of', 'Islam.']",Why isn’t the burqa banned in this country? It’s just a symbol of the oppressive force of Islam.
9232,Islam,"['Halal', 'slaughter', 'is', 'a', 'barbaric', 'and', 'cruel', 'practice', 'and', 'should', 'be', 'banned!', 'Why', 'does', 'the', 'meat', 'industry', 'pander', 'to', 'the', 'whims', 'of', 'Islamists?']",Halal slaughter is a barbaric and cruel practice and should be banned! Why does the meat industry pander to the whims of Islamists?
9233,Islam,"['Muslims', 'want', 'to', 'make', 'it', 'mandatory', 'for', 'women', 'to', 'wear', 'the', 'burqa!', 'They', 'don’t', 'respect', 'our', 'way', 'of', 'life.']",Muslims want to make it mandatory for women to wear the burqa! They don’t respect our way of life.
9234,Islam,"['Muslims', 'want', 'us', 'ALL', 'to', 'eat', 'halal', 'meat,', 'this', 'is', 'the', 'start', 'of', 'the', 'Islamification', 'of', 'our', 'country.']","Muslims want us ALL to eat halal meat, this is the start of the Islamification of our country."
9235,Islam,"['More', 'and', 'more', 'mosques', 'being', 'built', 'whilst', 'churches', 'are', 'being', 'burnt', 'down', 'all', 'over', 'Europe.', 'This', 'is', 'the', 'start', 'of', 'Islamification.']",More and more mosques being built whilst churches are being burnt down all over Europe. This is the start of Islamification.
9236,Islam,"['Everywhere', 'you', 'look', 'now', 'there’s', 'shops', 'with', 'Asian', 'names,', 'halal', 'butchers,', 'Indian', 'clothes', 'shops,', 'this', 'isn’t', 'Afghanistan!!', 'Time', 'to', 'take', 'our', 'country', 'back', 'from', 'these', 'musrats']","Everywhere you look now there’s shops with Asian names, halal butchers, Indian clothes shops, this isn’t Afghanistan!! Time to take our country back from these musrats"
9237,Islam,"['These', 'Muslims', 'come', 'over', 'here', 'with', 'their', '3', 'wives', 'and', '10', 'kids', 'then', 'sponge', 'off', 'our', 'government', 'and', 'get', 'huge', 'council', 'houses.', 'How', 'is', 'this', 'fair??']",These Muslims come over here with their 3 wives and 10 kids then sponge off our government and get huge council houses. How is this fair??
9238,Homosexual,"['Women', 'have', 'every', 'right', 'to', '*protect*', 'their', 'rights', 'from', 'pro-trans', 'activists.', 'No-one', 'has', 'the', 'right', 'to', 'call', 'them', ""'TERFS'"", 'for', 'doing', 'so.', 'Only', 'women', 'have', 'vaginas.', 'Only', 'men', 'have', 'penises.', 'Only', 'women', 'have', 'periods.', 'These', 'are', 'indisputable', 'facts.']",Women have every right to *protect* their rights from pro-trans activists. No-one has the right to call them 'TERFS' for doing so. Only women have vaginas. Only men have penises. Only women have periods. These are indisputable facts.
9239,Homosexual,"['Terms', 'like', ""'non-binary'"", 'are', 'modern,', 'attention-seeking,', '&', 'anti-scientific.', 'They', 'want', 'to', 'erase', 'the', 'reality', 'that', 'women', 'are', 'women', 'and', 'men', 'are', 'men,', 'to', 'undermine', 'the', 'rights', 'of', 'REAL', 'women.']","Terms like 'non-binary' are modern, attention-seeking, & anti-scientific. They want to erase the reality that women are women and men are men, to undermine the rights of REAL women."
9240,Homosexual,"['The', 'trans', 'agenda', 'want', 'to', 'ignore', 'the', 'biological', 'reality', 'of', 'being', 'a', 'woman.', 'You', ""can't"", 'just', 'call', 'yourself', 'a', 'woman', 'and', 'expect', 'everyone', 'to', 'believe', 'you', 'are', 'one', 'when', 'you', 'are', 'clearly', 'a', 'man!', ""It's"", 'PC', 'gone', 'mad.']",The trans agenda want to ignore the biological reality of being a woman. You can't just call yourself a woman and expect everyone to believe you are one when you are clearly a man! It's PC gone mad.
9241,Homosexual,"['The', 'trans', 'militia', 'say', ""they're"", 'fighting', 'for', ""'rights'"", 'but', 'then', 'insist', 'on', 'pushing', 'ideas', 'that', 'make', 'women', 'unsafe,', 'like', 'allowing', 'men', 'to', 'use', ""women's"", 'toilets', 'without', 'question.', 'What', 'is', 'this', 'madness', 'and', 'why', 'are', 'we', 'accepting', 'it??']","The trans militia say they're fighting for 'rights' but then insist on pushing ideas that make women unsafe, like allowing men to use women's toilets without question. What is this madness and why are we accepting it??"
9242,Homosexual,"['Trans', 'women', 'being', 'allowed', 'to', 'use', ""women's"", 'shelters', 'just', 'sounds', 'like', 'a', 'way', 'to', 'justify', 'letting', 'the', 'men', 'who', 'abuse', 'women', 'into', 'their', 'spaces', 'to', 'abuse', 'them', 'again.']",Trans women being allowed to use women's shelters just sounds like a way to justify letting the men who abuse women into their spaces to abuse them again.
9243,Homosexual,"['They', 'want', 'us', 'to', 'believe', 'that', 'tricking', 'kids', 'into', 'thinking', ""they're"", 'transgender', 'is', 'normal.', 'That', 'giving', 'kids', 'hormones', 'that', 'permanently', 'mess', 'with', 'their', 'development', 'is', 'normal.', 'We', ""can't"", 'let', 'this', 'happen', 'right', 'before', 'our', 'eyes.']",They want us to believe that tricking kids into thinking they're transgender is normal. That giving kids hormones that permanently mess with their development is normal. We can't let this happen right before our eyes.
9244,Homosexual,"['The', 'trans', 'agenda', 'are', 'anti-science,', 'they', 'don’t', 'listen', 'to', 'logic', 'and', 'facts.', 'Ignoring', 'the', 'biological', 'reality', 'of', 'sex', 'is', 'pure', 'delusion.']","The trans agenda are anti-science, they don’t listen to logic and facts. Ignoring the biological reality of sex is pure delusion."
9245,Islam,"['Another', 'mosque', 'smashed', 'up.', 'I’m', 'beginning', 'to', 'wonder', 'whether', 'the', 'fact', 'we', 'have', 'had', 'diversity', 'and', 'multiculturalism', 'forced', 'on', 'us', 'without', 'our', 'consent', 'has', 'anything', 'to', 'do', 'with', 'this?']",Another mosque smashed up. I’m beginning to wonder whether the fact we have had diversity and multiculturalism forced on us without our consent has anything to do with this?
9246,Islam,"['Just', 'seen', 'another', 'story', 'about', 'a', 'woman', 'being', 'asked', 'to', 'cover', 'up.', 'Soon', 'we', 'are', 'all', 'going', 'to', 'be', 'forced', 'to', 'wear', 'a', 'hijab,', 'other', 'clothes', 'will', 'be', 'considered', 'offensive', 'and', 'inappropriate.']","Just seen another story about a woman being asked to cover up. Soon we are all going to be forced to wear a hijab, other clothes will be considered offensive and inappropriate."
9247,Islam,"['Most', 'people', 'don’t', 'have', 'a', 'clue', 'what’s', 'going', 'on', 'in', 'mosques', 'across', 'this', 'country.', 'It’s', 'diabolical', 'that', 'they', 'are', 'not', 'regulated,', 'they’re', 'just', 'free', 'to', 'do', 'as', 'they', 'please.']","Most people don’t have a clue what’s going on in mosques across this country. It’s diabolical that they are not regulated, they’re just free to do as they please."
9248,Islam,"['Just', 'seen', 'that', 'Muslims', 'are', 'banning', 'people', 'from', 'walking', 'dogs', 'in', 'Muslim', 'areas,', 'this', 'is', 'ridiculous!', 'They', 'hate', 'our', 'culture,', 'even', 'our', 'pets.']","Just seen that Muslims are banning people from walking dogs in Muslim areas, this is ridiculous! They hate our culture, even our pets."
9249,African,"['They', 'want', 'white', 'Europeans', 'to', 'feel', 'guilty', 'for', 'climate', 'change', 'whilst', 'ignoring', 'the', 'fact', 'that', 'Asians', 'and', 'Africans', 'are', 'responsible', 'for', 'over', '90%', 'of', 'the', 'pollution', 'in', 'our', 'oceans.']",They want white Europeans to feel guilty for climate change whilst ignoring the fact that Asians and Africans are responsible for over 90% of the pollution in our oceans.
9250,Homosexual,"['Allowing', 'children', 'at', 'Pride', 'parades', 'is', 'sick.', 'It’s', 'just', 'another', 'way', 'to', 'indoctrinate', 'them', 'into', 'this', 'perverse', 'lifestyle.']",Allowing children at Pride parades is sick. It’s just another way to indoctrinate them into this perverse lifestyle.
9251,Homosexual,"['Dressing', 'children', 'up', 'in', 'drag', 'at', 'pride', 'parades', 'is', 'so', 'perverse.', 'They’re', 'not', 'even', 'trying', 'to', 'hide', 'their', 'sexualisation', 'of', 'kids', 'at', 'this', 'point.']",Dressing children up in drag at pride parades is so perverse. They’re not even trying to hide their sexualisation of kids at this point.
9252,Homosexual,"['Allowing', 'kids', 'to', 'go', 'to', 'pride', 'is', 'the', 'start', 'of', 'them', 'being', 'pushed', 'down', 'the', 'trans', 'pipeline.']",Allowing kids to go to pride is the start of them being pushed down the trans pipeline.
9253,Islam,"['Muslims', 'will', 'cry', 'wolf', 'about', 'so', 'called', 'islamophobia.', 'We', 'all', 'know', 'anti', 'Muslim', 'abuse', 'is', 'a', 'thing', 'of', 'the', 'past,', 'everyone', 'is', 'afraid', 'of', 'being', 'labelled', 'racist', 'or', 'offensive', 'now', 'so', 'they', 'give', 'Muslims', 'everything', 'they', 'demand.']","Muslims will cry wolf about so called islamophobia. We all know anti Muslim abuse is a thing of the past, everyone is afraid of being labelled racist or offensive now so they give Muslims everything they demand."
9254,Islam,"['Muslims', 'should', 'be', 'made', 'to', 'assimilate', 'or', 'be', 'deported!', 'They', 'don’t', 'recognise', 'man', 'made', 'laws,', 'they', 'will', 'only', 'follow', 'their', 'prophets', 'teachings.']","Muslims should be made to assimilate or be deported! They don’t recognise man made laws, they will only follow their prophets teachings."
9255,African,"['Population', 'of', 'India']",Population of India
9256,Jewish,"['Jews', 'across', 'the', 'world', 'know', 'the', 'aims', 'of', 'Zionists', 'are', 'world', 'dominance', 'and', 'controlling', 'the', 'worlds', 'resources.', 'These', 'aims', 'cannot', 'be', 'achieved', 'without', 'eliminating', 'all', 'other', 'religions', 'through', 'spreading', 'atheism', 'and', 'liberalism.']",Jews across the world know the aims of Zionists are world dominance and controlling the worlds resources. These aims cannot be achieved without eliminating all other religions through spreading atheism and liberalism.
9257,Jewish,"['Mosques', 'being', 'vandalised,', 'churches', 'being', 'burned', 'down,', 'Muslims', 'and', 'Christians', 'are', 'blaming', 'each', 'other.', 'I', 'wonder', 'what', 'group', 'would', 'want', 'to', 'turn', 'the', 'goyim', 'against', 'each', 'other…']","Mosques being vandalised, churches being burned down, Muslims and Christians are blaming each other. I wonder what group would want to turn the goyim against each other…"
9258,Jewish,"['Problems', 'caused', 'by', 'Jews']",Problems caused by Jews
9259,Jewish,"['Zionists,', 'neo-con,', 'money', 'changers,', 'deepstate,', 'they', 'have', 'many', 'names', 'but', 'they', 'are', 'the', 'same', 'NWO', 'globalist', 'cabal.']","Zionists, neo-con, money changers, deepstate, they have many names but they are the same NWO globalist cabal."
